,code,voivodeship,year,age,rate
1504,200000,DOLNOŚLĄSKIE,2014,25-54,
1505,400000,KUJAWSKO-POMORSKIE,2014,25-54,
1506,600000,LUBELSKIE,2014,25-54,
1507,800000,LUBUSKIE,2014,25-54,
1508,1000000,ŁÓDZKIE,2014,25-54,
1509,1200000,MAŁOPOLSKIE,2014,25-54,
1510,1400000,MAZOWIECKIE,2014,25-54,
1511,1600000,OPOLSKIE,2014,25-54,
1512,1800000,PODKARPACKIE,2014,25-54,
1513,2000000,PODLASKIE,2014,25-54,
1514,2200000,POMORSKIE,2014,25-54,
1515,2400000,ŚLĄSKIE,2014,25-54,
1516,2600000,ŚWIĘTOKRZYSKIE,2014,25-54,
1517,2800000,WARMIŃSKO-MAZURSKIE,2014,25-54,
1518,3000000,WIELKOPOLSKIE,2014,25-54,
1519,3200000,ZACHODNIOPOMORSKIE,2014,25-54,
1520,200000,DOLNOŚLĄSKIE,2015,25-54,
1521,400000,KUJAWSKO-POMORSKIE,2015,25-54,
1522,600000,LUBELSKIE,2015,25-54,
1523,800000,LUBUSKIE,2015,25-54,
1524,1000000,ŁÓDZKIE,2015,25-54,
1525,1200000,MAŁOPOLSKIE,2015,25-54,
1526,1400000,MAZOWIECKIE,2015,25-54,
1527,1600000,OPOLSKIE,2015,25-54,
1528,1800000,PODKARPACKIE,2015,25-54,
1529,2000000,PODLASKIE,2015,25-54,
1530,2200000,POMORSKIE,2015,25-54,
1531,2400000,ŚLĄSKIE,2015,25-54,
1532,2600000,ŚWIĘTOKRZYSKIE,2015,25-54,
1533,2800000,WARMIŃSKO-MAZURSKIE,2015,25-54,
1534,3000000,WIELKOPOLSKIE,2015,25-54,
1535,3200000,ZACHODNIOPOMORSKIE,2015,25-54,
1536,200000,DOLNOŚLĄSKIE,2016,25-54,
1537,400000,KUJAWSKO-POMORSKIE,2016,25-54,
1538,600000,LUBELSKIE,2016,25-54,
1539,800000,LUBUSKIE,2016,25-54,
1540,1000000,ŁÓDZKIE,2016,25-54,
1541,1200000,MAŁOPOLSKIE,2016,25-54,
1542,1400000,MAZOWIECKIE,2016,25-54,
1543,1600000,OPOLSKIE,2016,25-54,
1544,1800000,PODKARPACKIE,2016,25-54,
1545,2000000,PODLASKIE,2016,25-54,
1546,2200000,POMORSKIE,2016,25-54,
1547,2400000,ŚLĄSKIE,2016,25-54,
1548,2600000,ŚWIĘTOKRZYSKIE,2016,25-54,
1549,2800000,WARMIŃSKO-MAZURSKIE,2016,25-54,
1550,3000000,WIELKOPOLSKIE,2016,25-54,
1551,3200000,ZACHODNIOPOMORSKIE,2016,25-54,
1552,200000,DOLNOŚLĄSKIE,2017,25-54,
1553,400000,KUJAWSKO-POMORSKIE,2017,25-54,
1554,600000,LUBELSKIE,2017,25-54,
1555,800000,LUBUSKIE,2017,25-54,
1556,1000000,ŁÓDZKIE,2017,25-54,
1557,1200000,MAŁOPOLSKIE,2017,25-54,
1558,1400000,MAZOWIECKIE,2017,25-54,
1559,1600000,OPOLSKIE,2017,25-54,
1560,1800000,PODKARPACKIE,2017,25-54,
1561,2000000,PODLASKIE,2017,25-54,
1562,2200000,POMORSKIE,2017,25-54,
1563,2400000,ŚLĄSKIE,2017,25-54,
1564,2600000,ŚWIĘTOKRZYSKIE,2017,25-54,
1565,2800000,WARMIŃSKO-MAZURSKIE,2017,25-54,
1566,3000000,WIELKOPOLSKIE,2017,25-54,
1567,3200000,ZACHODNIOPOMORSKIE,2017,25-54,
1568,200000,DOLNOŚLĄSKIE,2018,25-54,
1569,400000,KUJAWSKO-POMORSKIE,2018,25-54,
1570,600000,LUBELSKIE,2018,25-54,
1571,800000,LUBUSKIE,2018,25-54,
1572,1000000,ŁÓDZKIE,2018,25-54,
1573,1200000,MAŁOPOLSKIE,2018,25-54,
1574,1400000,MAZOWIECKIE,2018,25-54,
1575,1600000,OPOLSKIE,2018,25-54,
1576,1800000,PODKARPACKIE,2018,25-54,
1577,2000000,PODLASKIE,2018,25-54,
1578,2200000,POMORSKIE,2018,25-54,
1579,2400000,ŚLĄSKIE,2018,25-54,
1580,2600000,ŚWIĘTOKRZYSKIE,2018,25-54,
1581,2800000,WARMIŃSKO-MAZURSKIE,2018,25-54,
1582,3000000,WIELKOPOLSKIE,2018,25-54,
1583,3200000,ZACHODNIOPOMORSKIE,2018,25-54,
1584,200000,DOLNOŚLĄSKIE,2019,25-54,85.4
1585,400000,KUJAWSKO-POMORSKIE,2019,25-54,81.3
1586,600000,LUBELSKIE,2019,25-54,79.6
1587,800000,LUBUSKIE,2019,25-54,82.4
1588,1000000,ŁÓDZKIE,2019,25-54,83.6
1589,1200000,MAŁOPOLSKIE,2019,25-54,80.1
1590,1400000,MAZOWIECKIE,2019,25-54,85.7
1591,1600000,OPOLSKIE,2019,25-54,82.5
1592,1800000,PODKARPACKIE,2019,25-54,75.7
1593,2000000,PODLASKIE,2019,25-54,83.5
1594,2200000,POMORSKIE,2019,25-54,85.1
1595,2400000,ŚLĄSKIE,2019,25-54,82.6
1596,2600000,ŚWIĘTOKRZYSKIE,2019,25-54,77.8
1597,2800000,WARMIŃSKO-MAZURSKIE,2019,25-54,75.8
1598,3000000,WIELKOPOLSKIE,2019,25-54,84.3
1599,3200000,ZACHODNIOPOMORSKIE,2019,25-54,81.0
1600,200000,DOLNOŚLĄSKIE,2020,25-54,85.2
1601,400000,KUJAWSKO-POMORSKIE,2020,25-54,82.6
1602,600000,LUBELSKIE,2020,25-54,79.9
1603,800000,LUBUSKIE,2020,25-54,82.8
1604,1000000,ŁÓDZKIE,2020,25-54,84.1
1605,1200000,MAŁOPOLSKIE,2020,25-54,80.1
1606,1400000,MAZOWIECKIE,2020,25-54,85.1
1607,1600000,OPOLSKIE,2020,25-54,82.9
1608,1800000,PODKARPACKIE,2020,25-54,77.3
1609,2000000,PODLASKIE,2020,25-54,83.2
1610,2200000,POMORSKIE,2020,25-54,84.0
1611,2400000,ŚLĄSKIE,2020,25-54,82.4
1612,2600000,ŚWIĘTOKRZYSKIE,2020,25-54,79.9
1613,2800000,WARMIŃSKO-MAZURSKIE,2020,25-54,78.1
1614,3000000,WIELKOPOLSKIE,2020,25-54,85.0
1615,3200000,ZACHODNIOPOMORSKIE,2020,25-54,81.3
1616,200000,DOLNOŚLĄSKIE,2021,25-54,86.4
1617,400000,KUJAWSKO-POMORSKIE,2021,25-54,84.5
1618,600000,LUBELSKIE,2021,25-54,82.6
1619,800000,LUBUSKIE,2021,25-54,83.6
1620,1000000,ŁÓDZKIE,2021,25-54,85.2
1621,1200000,MAŁOPOLSKIE,2021,25-54,83.6
1622,1400000,MAZOWIECKIE,2021,25-54,88.0
1623,1600000,OPOLSKIE,2021,25-54,86.1
1624,1800000,PODKARPACKIE,2021,25-54,78.9
1625,2000000,PODLASKIE,2021,25-54,85.6
1626,2200000,POMORSKIE,2021,25-54,85.7
1627,2400000,ŚLĄSKIE,2021,25-54,84.8
1628,2600000,ŚWIĘTOKRZYSKIE,2021,25-54,83.7
1629,2800000,WARMIŃSKO-MAZURSKIE,2021,25-54,82.4
1630,3000000,WIELKOPOLSKIE,2021,25-54,86.9
1631,3200000,ZACHODNIOPOMORSKIE,2021,25-54,82.9
1632,200000,DOLNOŚLĄSKIE,2022,25-54,85.9
1633,400000,KUJAWSKO-POMORSKIE,2022,25-54,86.2
1634,600000,LUBELSKIE,2022,25-54,83.5
1635,800000,LUBUSKIE,2022,25-54,85.6
1636,1000000,ŁÓDZKIE,2022,25-54,87.5
1637,1200000,MAŁOPOLSKIE,2022,25-54,83.2
1638,1400000,MAZOWIECKIE,2022,25-54,89.1
1639,1600000,OPOLSKIE,2022,25-54,86.1
1640,1800000,PODKARPACKIE,2022,25-54,78.6
1641,2000000,PODLASKIE,2022,25-54,86.9
1642,2200000,POMORSKIE,2022,25-54,86.9
1643,2400000,ŚLĄSKIE,2022,25-54,85.8
1644,2600000,ŚWIĘTOKRZYSKIE,2022,25-54,84.3
1645,2800000,WARMIŃSKO-MAZURSKIE,2022,25-54,82.4
1646,3000000,WIELKOPOLSKIE,2022,25-54,87.2
1647,3200000,ZACHODNIOPOMORSKIE,2022,25-54,85.1
1648,200000,DOLNOŚLĄSKIE,2023,25-54,86.9
1649,400000,KUJAWSKO-POMORSKIE,2023,25-54,87.3
1650,600000,LUBELSKIE,2023,25-54,84.6
1651,800000,LUBUSKIE,2023,25-54,86.6
1652,1000000,ŁÓDZKIE,2023,25-54,86.6
1653,1200000,MAŁOPOLSKIE,2023,25-54,84.5
1654,1400000,MAZOWIECKIE,2023,25-54,90.0
1655,1600000,OPOLSKIE,2023,25-54,85.6
1656,1800000,PODKARPACKIE,2023,25-54,80.8
1657,2000000,PODLASKIE,2023,25-54,87.3
1658,2200000,POMORSKIE,2023,25-54,88.5
1659,2400000,ŚLĄSKIE,2023,25-54,85.8
1660,2600000,ŚWIĘTOKRZYSKIE,2023,25-54,84.0
1661,2800000,WARMIŃSKO-MAZURSKIE,2023,25-54,83.7
1662,3000000,WIELKOPOLSKIE,2023,25-54,87.1
1663,3200000,ZACHODNIOPOMORSKIE,2023,25-54,86.4
1664,200000,DOLNOŚLĄSKIE,2024,25-54,87.9
1665,400000,KUJAWSKO-POMORSKIE,2024,25-54,86.0
1666,600000,LUBELSKIE,2024,25-54,85.7
1667,800000,LUBUSKIE,2024,25-54,84.6
1668,1000000,ŁÓDZKIE,2024,25-54,85.1
1669,1200000,MAŁOPOLSKIE,2024,25-54,85.5
1670,1400000,MAZOWIECKIE,2024,25-54,89.8
1671,1600000,OPOLSKIE,2024,25-54,87.6
1672,1800000,PODKARPACKIE,2024,25-54,81.9
1673,2000000,PODLASKIE,2024,25-54,85.9
1674,2200000,POMORSKIE,2024,25-54,88.4
1675,2400000,ŚLĄSKIE,2024,25-54,86.3
1676,2600000,ŚWIĘTOKRZYSKIE,2024,25-54,84.2
1677,2800000,WARMIŃSKO-MAZURSKIE,2024,25-54,84.6
1678,3000000,WIELKOPOLSKIE,2024,25-54,86.8
1679,3200000,ZACHODNIOPOMORSKIE,2024,25-54,86.3
1680,200000,DOLNOŚLĄSKIE,2010,55-64,
1681,400000,KUJAWSKO-POMORSKIE,2010,55-64,
1682,600000,LUBELSKIE,2010,55-64,
1683,800000,LUBUSKIE,2010,55-64,
1684,1000000,ŁÓDZKIE,2010,55-64,
1685,1200000,MAŁOPOLSKIE,2010,55-64,
1686,1400000,MAZOWIECKIE,2010,55-64,
1687,1600000,OPOLSKIE,2010,55-64,
1688,1800000,PODKARPACKIE,2010,55-64,
1689,2000000,PODLASKIE,2010,55-64,
1690,2200000,POMORSKIE,2010,55-64,
1691,2400000,ŚLĄSKIE,2010,55-64,
1692,2600000,ŚWIĘTOKRZYSKIE,2010,55-64,
1693,2800000,WARMIŃSKO-MAZURSKIE,2010,55-64,
1694,3000000,WIELKOPOLSKIE,2010,55-64,
1695,3200000,ZACHODNIOPOMORSKIE,2010,55-64,
1696,200000,DOLNOŚLĄSKIE,2011,55-64,
1697,400000,KUJAWSKO-POMORSKIE,2011,55-64,
1698,600000,LUBELSKIE,2011,55-64,
1699,800000,LUBUSKIE,2011,55-64,
1700,1000000,ŁÓDZKIE,2011,55-64,
1701,1200000,MAŁOPOLSKIE,2011,55-64,
1702,1400000,MAZOWIECKIE,2011,55-64,
1703,1600000,OPOLSKIE,2011,55-64,
1704,1800000,PODKARPACKIE,2011,55-64,
1705,2000000,PODLASKIE,2011,55-64,
1706,2200000,POMORSKIE,2011,55-64,
1707,2400000,ŚLĄSKIE,2011,55-64,
1708,2600000,ŚWIĘTOKRZYSKIE,2011,55-64,
1709,2800000,WARMIŃSKO-MAZURSKIE,2011,55-64,
1710,3000000,WIELKOPOLSKIE,2011,55-64,
1711,3200000,ZACHODNIOPOMORSKIE,2011,55-64,
1712,200000,DOLNOŚLĄSKIE,2012,55-64,
1713,400000,KUJAWSKO-POMORSKIE,2012,55-64,
1714,600000,LUBELSKIE,2012,55-64,
1715,800000,LUBUSKIE,2012,55-64,
1716,1000000,ŁÓDZKIE,2012,55-64,
1717,1200000,MAŁOPOLSKIE,2012,55-64,
1718,1400000,MAZOWIECKIE,2012,55-64,
1719,1600000,OPOLSKIE,2012,55-64,
1720,1800000,PODKARPACKIE,2012,55-64,
1721,2000000,PODLASKIE,2012,55-64,
1722,2200000,POMORSKIE,2012,55-64,
1723,2400000,ŚLĄSKIE,2012,55-64,
1724,2600000,ŚWIĘTOKRZYSKIE,2012,55-64,
1725,2800000,WARMIŃSKO-MAZURSKIE,2012,55-64,
1726,3000000,WIELKOPOLSKIE,2012,55-64,
1727,3200000,ZACHODNIOPOMORSKIE,2012,55-64,
1728,200000,DOLNOŚLĄSKIE,2013,55-64,
1729,400000,KUJAWSKO-POMORSKIE,2013,55-64,
1730,600000,LUBELSKIE,2013,55-64,
1731,800000,LUBUSKIE,2013,55-64,
1732,1000000,ŁÓDZKIE,2013,55-64,
1733,1200000,MAŁOPOLSKIE,2013,55-64,
1734,1400000,MAZOWIECKIE,2013,55-64,
1735,1600000,OPOLSKIE,2013,55-64,
1736,1800000,PODKARPACKIE,2013,55-64,
1737,2000000,PODLASKIE,2013,55-64,
1738,2200000,POMORSKIE,2013,55-64,
1739,2400000,ŚLĄSKIE,2013,55-64,
1740,2600000,ŚWIĘTOKRZYSKIE,2013,55-64,
1741,2800000,WARMIŃSKO-MAZURSKIE,2013,55-64,
1742,3000000,WIELKOPOLSKIE,2013,55-64,
1743,3200000,ZACHODNIOPOMORSKIE,2013,55-64,
1744,200000,DOLNOŚLĄSKIE,2014,55-64,
1745,400000,KUJAWSKO-POMORSKIE,2014,55-64,
1746,600000,LUBELSKIE,2014,55-64,
1747,800000,LUBUSKIE,2014,55-64,
1748,1000000,ŁÓDZKIE,2014,55-64,
1749,1200000,MAŁOPOLSKIE,2014,55-64,
1750,1400000,MAZOWIECKIE,2014,55-64,
1751,1600000,OPOLSKIE,2014,55-64,
1752,1800000,PODKARPACKIE,2014,55-64,
1753,2000000,PODLASKIE,2014,55-64,
1754,2200000,POMORSKIE,2014,55-64,
1755,2400000,ŚLĄSKIE,2014,55-64,
1756,2600000,ŚWIĘTOKRZYSKIE,2014,55-64,
1757,2800000,WARMIŃSKO-MAZURSKIE,2014,55-64,
1758,3000000,WIELKOPOLSKIE,2014,55-64,
1759,3200000,ZACHODNIOPOMORSKIE,2014,55-64,
1760,200000,DOLNOŚLĄSKIE,2015,55-64,
1761,400000,KUJAWSKO-POMORSKIE,2015,55-64,
1762,600000,LUBELSKIE,2015,55-64,
1763,800000,LUBUSKIE,2015,55-64,
1764,1000000,ŁÓDZKIE,2015,55-64,
1765,1200000,MAŁOPOLSKIE,2015,55-64,
1766,1400000,MAZOWIECKIE,2015,55-64,
1767,1600000,OPOLSKIE,2015,55-64,
1768,1800000,PODKARPACKIE,2015,55-64,
1769,2000000,PODLASKIE,2015,55-64,
1770,2200000,POMORSKIE,2015,55-64,
1771,2400000,ŚLĄSKIE,2015,55-64,
1772,2600000,ŚWIĘTOKRZYSKIE,2015,55-64,
1773,2800000,WARMIŃSKO-MAZURSKIE,2015,55-64,
1774,3000000,WIELKOPOLSKIE,2015,55-64,
1775,3200000,ZACHODNIOPOMORSKIE,2015,55-64,
1776,200000,DOLNOŚLĄSKIE,2016,55-64,
1777,400000,KUJAWSKO-POMORSKIE,2016,55-64,
1778,600000,LUBELSKIE,2016,55-64,
1779,800000,LUBUSKIE,2016,55-64,
1780,1000000,ŁÓDZKIE,2016,55-64,
1781,1200000,MAŁOPOLSKIE,2016,55-64,
1782,1400000,MAZOWIECKIE,2016,55-64,
1783,1600000,OPOLSKIE,2016,55-64,
1784,1800000,PODKARPACKIE,2016,55-64,
1785,2000000,PODLASKIE,2016,55-64,
1786,2200000,POMORSKIE,2016,55-64,
1787,2400000,ŚLĄSKIE,2016,55-64,
1788,2600000,ŚWIĘTOKRZYSKIE,2016,55-64,
1789,2800000,WARMIŃSKO-MAZURSKIE,2016,55-64,
1790,3000000,WIELKOPOLSKIE,2016,55-64,
1791,3200000,ZACHODNIOPOMORSKIE,2016,55-64,
1792,200000,DOLNOŚLĄSKIE,2017,55-64,
1793,400000,KUJAWSKO-POMORSKIE,2017,55-64,
1794,600000,LUBELSKIE,2017,55-64,
1795,800000,LUBUSKIE,2017,55-64,
1796,1000000,ŁÓDZKIE,2017,55-64,
1797,1200000,MAŁOPOLSKIE,2017,55-64,
1798,1400000,MAZOWIECKIE,2017,55-64,
1799,1600000,OPOLSKIE,2017,55-64,
1800,1800000,PODKARPACKIE,2017,55-64,
1801,2000000,PODLASKIE,2017,55-64,
1802,2200000,POMORSKIE,2017,55-64,
1803,2400000,ŚLĄSKIE,2017,55-64,
1804,2600000,ŚWIĘTOKRZYSKIE,2017,55-64,
1805,2800000,WARMIŃSKO-MAZURSKIE,2017,55-64,
1806,3000000,WIELKOPOLSKIE,2017,55-64,
1807,3200000,ZACHODNIOPOMORSKIE,2017,55-64,
1808,200000,DOLNOŚLĄSKIE,2018,55-64,
1809,400000,KUJAWSKO-POMORSKIE,2018,55-64,
1810,600000,LUBELSKIE,2018,55-64,
1811,800000,LUBUSKIE,2018,55-64,
1812,1000000,ŁÓDZKIE,2018,55-64,
1813,1200000,MAŁOPOLSKIE,2018,55-64,
1814,1400000,MAZOWIECKIE,2018,55-64,
1815,1600000,OPOLSKIE,2018,55-64,
1816,1800000,PODKARPACKIE,2018,55-64,
1817,2000000,PODLASKIE,2018,55-64,
1818,2200000,POMORSKIE,2018,55-64,
1819,2400000,ŚLĄSKIE,2018,55-64,
1820,2600000,ŚWIĘTOKRZYSKIE,2018,55-64,
1821,2800000,WARMIŃSKO-MAZURSKIE,2018,55-64,
1822,3000000,WIELKOPOLSKIE,2018,55-64,
1823,3200000,ZACHODNIOPOMORSKIE,2018,55-64,
1824,200000,DOLNOŚLĄSKIE,2019,55-64,49.6
1825,400000,KUJAWSKO-POMORSKIE,2019,55-64,46.2
1826,600000,LUBELSKIE,2019,55-64,44.9
1827,800000,LUBUSKIE,2019,55-64,49.3
1828,1000000,ŁÓDZKIE,2019,55-64,47.9
1829,1200000,MAŁOPOLSKIE,2019,55-64,45.0
1830,1400000,MAZOWIECKIE,2019,55-64,57.0
1831,1600000,OPOLSKIE,2019,55-64,51.5
1832,1800000,PODKARPACKIE,2019,55-64,43.4
1833,2000000,PODLASKIE,2019,55-64,48.7
1834,2200000,POMORSKIE,2019,55-64,53.1
1835,2400000,ŚLĄSKIE,2019,55-64,39.5
1836,2600000,ŚWIĘTOKRZYSKIE,2019,55-64,47.0
1837,2800000,WARMIŃSKO-MAZURSKIE,2019,55-64,49.7
1838,3000000,WIELKOPOLSKIE,2019,55-64,50.3
1839,3200000,ZACHODNIOPOMORSKIE,2019,55-64,48.7
1840,200000,DOLNOŚLĄSKIE,2020,55-64,51.2
1841,400000,KUJAWSKO-POMORSKIE,2020,55-64,46.7
1842,600000,LUBELSKIE,2020,55-64,49.4
1843,800000,LUBUSKIE,2020,55-64,51.5
1844,1000000,ŁÓDZKIE,2020,55-64,53.5
1845,1200000,MAŁOPOLSKIE,2020,55-64,48.2
1846,1400000,MAZOWIECKIE,2020,55-64,59.4
1847,1600000,OPOLSKIE,2020,55-64,54.2
1848,1800000,PODKARPACKIE,2020,55-64,46.0
1849,2000000,PODLASKIE,2020,55-64,51.6
1850,2200000,POMORSKIE,2020,55-64,54.8
1851,2400000,ŚLĄSKIE,2020,55-64,40.9
1852,2600000,ŚWIĘTOKRZYSKIE,2020,55-64,50.9
1853,2800000,WARMIŃSKO-MAZURSKIE,2020,55-64,50.3
1854,3000000,WIELKOPOLSKIE,2020,55-64,50.0
1855,3200000,ZACHODNIOPOMORSKIE,2020,55-64,53.1
1856,200000,DOLNOŚLĄSKIE,2021,55-64,54.6
1857,400000,KUJAWSKO-POMORSKIE,2021,55-64,53.1
1858,600000,LUBELSKIE,2021,55-64,55.2
1859,800000,LUBUSKIE,2021,55-64,51.9
1860,1000000,ŁÓDZKIE,2021,55-64,55.1
1861,1200000,MAŁOPOLSKIE,2021,55-64,51.3
1862,1400000,MAZOWIECKIE,2021,55-64,62.5
1863,1600000,OPOLSKIE,2021,55-64,59.0
1864,1800000,PODKARPACKIE,2021,55-64,48.9
1865,2000000,PODLASKIE,2021,55-64,58.8
1866,2200000,POMORSKIE,2021,55-64,59.2
1867,2400000,ŚLĄSKIE,2021,55-64,47.7
1868,2600000,ŚWIĘTOKRZYSKIE,2021,55-64,56.2
1869,2800000,WARMIŃSKO-MAZURSKIE,2021,55-64,53.0
1870,3000000,WIELKOPOLSKIE,2021,55-64,56.5
1871,3200000,ZACHODNIOPOMORSKIE,2021,55-64,55.0
1872,200000,DOLNOŚLĄSKIE,2022,55-64,55.3
1873,400000,KUJAWSKO-POMORSKIE,2022,55-64,56.0
1874,600000,LUBELSKIE,2022,55-64,58.5
1875,800000,LUBUSKIE,2022,55-64,55.5
1876,1000000,ŁÓDZKIE,2022,55-64,58.3
1877,1200000,MAŁOPOLSKIE,2022,55-64,52.0
1878,1400000,MAZOWIECKIE,2022,55-64,64.9
1879,1600000,OPOLSKIE,2022,55-64,56.6
1880,1800000,PODKARPACKIE,2022,55-64,50.4
1881,2000000,PODLASKIE,2022,55-64,59.2
1882,2200000,POMORSKIE,2022,55-64,62.6
1883,2400000,ŚLĄSKIE,2022,55-64,47.7
1884,2600000,ŚWIĘTOKRZYSKIE,2022,55-64,59.5
1885,2800000,WARMIŃSKO-MAZURSKIE,2022,55-64,56.2
1886,3000000,WIELKOPOLSKIE,2022,55-64,58.3
1887,3200000,ZACHODNIOPOMORSKIE,2022,55-64,55.6
1888,200000,DOLNOŚLĄSKIE,2023,55-64,57.8
1889,400000,KUJAWSKO-POMORSKIE,2023,55-64,57.3
1890,600000,LUBELSKIE,2023,55-64,58.6
1891,800000,LUBUSKIE,2023,55-64,60.0
1892,1000000,ŁÓDZKIE,2023,55-64,58.0
1893,1200000,MAŁOPOLSKIE,2023,55-64,54.4
1894,1400000,MAZOWIECKIE,2023,55-64,66.7
1895,1600000,OPOLSKIE,2023,55-64,56.2
1896,1800000,PODKARPACKIE,2023,55-64,53.1
1897,2000000,PODLASKIE,2023,55-64,64.1
1898,2200000,POMORSKIE,2023,55-64,60.6
1899,2400000,ŚLĄSKIE,2023,55-64,49.6
1900,2600000,ŚWIĘTOKRZYSKIE,2023,55-64,61.4
1901,2800000,WARMIŃSKO-MAZURSKIE,2023,55-64,56.0
1902,3000000,WIELKOPOLSKIE,2023,55-64,60.8
1903,3200000,ZACHODNIOPOMORSKIE,2023,55-64,54.8
1904,200000,DOLNOŚLĄSKIE,2024,55-64,57.6
1905,400000,KUJAWSKO-POMORSKIE,2024,55-64,60.0
1906,600000,LUBELSKIE,2024,55-64,59.9
1907,800000,LUBUSKIE,2024,55-64,60.7
1908,1000000,ŁÓDZKIE,2024,55-64,60.3
1909,1200000,MAŁOPOLSKIE,2024,55-64,55.6
1910,1400000,MAZOWIECKIE,2024,55-64,67.0
1911,1600000,OPOLSKIE,2024,55-64,56.0
1912,1800000,PODKARPACKIE,2024,55-64,54.2
1913,2000000,PODLASKIE,2024,55-64,63.2
1914,2200000,POMORSKIE,2024,55-64,60.7
1915,2400000,ŚLĄSKIE,2024,55-64,51.0
1916,2600000,ŚWIĘTOKRZYSKIE,2024,55-64,60.7
1917,2800000,WARMIŃSKO-MAZURSKIE,2024,55-64,54.5
1918,3000000,WIELKOPOLSKIE,2024,55-64,62.8
1919,3200000,ZACHODNIOPOMORSKIE,2024,55-64,57.3
1920,200000,DOLNOŚLĄSKIE,2010,20-24,
1921,400000,KUJAWSKO-POMORSKIE,2010,20-24,
1922,600000,LUBELSKIE,2010,20-24,
1923,800000,LUBUSKIE,2010,20-24,
1924,1000000,ŁÓDZKIE,2010,20-24,
1925,1200000,MAŁOPOLSKIE,2010,20-24,
1926,1400000,MAZOWIECKIE,2010,20-24,
1927,1600000,OPOLSKIE,2010,20-24,
1928,1800000,PODKARPACKIE,2010,20-24,
1929,2000000,PODLASKIE,2010,20-24,
1930,2200000,POMORSKIE,2010,20-24,
1931,2400000,ŚLĄSKIE,2010,20-24,
1932,2600000,ŚWIĘTOKRZYSKIE,2010,20-24,
1933,2800000,WARMIŃSKO-MAZURSKIE,2010,20-24,
1934,3000000,WIELKOPOLSKIE,2010,20-24,
1935,3200000,ZACHODNIOPOMORSKIE,2010,20-24,
1936,200000,DOLNOŚLĄSKIE,2011,20-24,
1937,400000,KUJAWSKO-POMORSKIE,2011,20-24,
1938,600000,LUBELSKIE,2011,20-24,
1939,800000,LUBUSKIE,2011,20-24,
1940,1000000,ŁÓDZKIE,2011,20-24,
1941,1200000,MAŁOPOLSKIE,2011,20-24,
1942,1400000,MAZOWIECKIE,2011,20-24,
1943,1600000,OPOLSKIE,2011,20-24,
1944,1800000,PODKARPACKIE,2011,20-24,
1945,2000000,PODLASKIE,2011,20-24,
1946,2200000,POMORSKIE,2011,20-24,
1947,2400000,ŚLĄSKIE,2011,20-24,
1948,2600000,ŚWIĘTOKRZYSKIE,2011,20-24,
1949,2800000,WARMIŃSKO-MAZURSKIE,2011,20-24,
1950,3000000,WIELKOPOLSKIE,2011,20-24,
1951,3200000,ZACHODNIOPOMORSKIE,2011,20-24,
1952,200000,DOLNOŚLĄSKIE,2012,20-24,
1953,400000,KUJAWSKO-POMORSKIE,2012,20-24,
1954,600000,LUBELSKIE,2012,20-24,
1955,800000,LUBUSKIE,2012,20-24,
1956,1000000,ŁÓDZKIE,2012,20-24,
1957,1200000,MAŁOPOLSKIE,2012,20-24,
1958,1400000,MAZOWIECKIE,2012,20-24,
1959,1600000,OPOLSKIE,2012,20-24,
1960,1800000,PODKARPACKIE,2012,20-24,
1961,2000000,PODLASKIE,2012,20-24,
1962,2200000,POMORSKIE,2012,20-24,
1963,2400000,ŚLĄSKIE,2012,20-24,
1964,2600000,ŚWIĘTOKRZYSKIE,2012,20-24,
1965,2800000,WARMIŃSKO-MAZURSKIE,2012,20-24,
1966,3000000,WIELKOPOLSKIE,2012,20-24,
1967,3200000,ZACHODNIOPOMORSKIE,2012,20-24,
1968,200000,DOLNOŚLĄSKIE,2013,20-24,
1969,400000,KUJAWSKO-POMORSKIE,2013,20-24,
1970,600000,LUBELSKIE,2013,20-24,
1971,800000,LUBUSKIE,2013,20-24,
1972,1000000,ŁÓDZKIE,2013,20-24,
1973,1200000,MAŁOPOLSKIE,2013,20-24,
1974,1400000,MAZOWIECKIE,2013,20-24,
1975,1600000,OPOLSKIE,2013,20-24,
1976,1800000,PODKARPACKIE,2013,20-24,
1977,2000000,PODLASKIE,2013,20-24,
1978,2200000,POMORSKIE,2013,20-24,
1979,2400000,ŚLĄSKIE,2013,20-24,
1980,2600000,ŚWIĘTOKRZYSKIE,2013,20-24,
1981,2800000,WARMIŃSKO-MAZURSKIE,2013,20-24,
1982,3000000,WIELKOPOLSKIE,2013,20-24,
1983,3200000,ZACHODNIOPOMORSKIE,2013,20-24,
1984,200000,DOLNOŚLĄSKIE,2014,20-24,
1985,400000,KUJAWSKO-POMORSKIE,2014,20-24,
1986,600000,LUBELSKIE,2014,20-24,
1987,800000,LUBUSKIE,2014,20-24,
1988,1000000,ŁÓDZKIE,2014,20-24,
1989,1200000,MAŁOPOLSKIE,2014,20-24,
1990,1400000,MAZOWIECKIE,2014,20-24,
1991,1600000,OPOLSKIE,2014,20-24,
1992,1800000,PODKARPACKIE,2014,20-24,
1993,2000000,PODLASKIE,2014,20-24,
1994,2200000,POMORSKIE,2014,20-24,
1995,2400000,ŚLĄSKIE,2014,20-24,
1996,2600000,ŚWIĘTOKRZYSKIE,2014,20-24,
1997,2800000,WARMIŃSKO-MAZURSKIE,2014,20-24,
