,code,voivodeship,year,age,rate
1493,1200000,MAŁOPOLSKIE,2013,18-59/64,68.7
1494,1400000,MAZOWIECKIE,2013,18-59/64,77.2
1495,1600000,OPOLSKIE,2013,18-59/64,72.1
1496,1800000,PODKARPACKIE,2013,18-59/64,65.9
1497,2000000,PODLASKIE,2013,18-59/64,72.9
1498,2200000,POMORSKIE,2013,18-59/64,72.3
1499,2400000,ŚLĄSKIE,2013,18-59/64,70.5
1500,2600000,ŚWIĘTOKRZYSKIE,2013,18-59/64,70.2
1501,2800000,WARMIŃSKO-MAZURSKIE,2013,18-59/64,66.7
1502,3000000,WIELKOPOLSKIE,2013,18-59/64,73.5
1503,3200000,ZACHODNIOPOMORSKIE,2013,18-59/64,69.5
1504,200000,DOLNOŚLĄSKIE,2014,18-59/64,74.0
1505,400000,KUJAWSKO-POMORSKIE,2014,18-59/64,72.1
1506,600000,LUBELSKIE,2014,18-59/64,72.4
1507,800000,LUBUSKIE,2014,18-59/64,70.9
1508,1000000,ŁÓDZKIE,2014,18-59/64,75.3
1509,1200000,MAŁOPOLSKIE,2014,18-59/64,69.3
1510,1400000,MAZOWIECKIE,2014,18-59/64,78.7
1511,1600000,OPOLSKIE,2014,18-59/64,72.4
1512,1800000,PODKARPACKIE,2014,18-59/64,66.5
1513,2000000,PODLASKIE,2014,18-59/64,73.4
1514,2200000,POMORSKIE,2014,18-59/64,72.5
1515,2400000,ŚLĄSKIE,2014,18-59/64,71.4
1516,2600000,ŚWIĘTOKRZYSKIE,2014,18-59/64,69.9
1517,2800000,WARMIŃSKO-MAZURSKIE,2014,18-59/64,67.3
1518,3000000,WIELKOPOLSKIE,2014,18-59/64,74.6
1519,3200000,ZACHODNIOPOMORSKIE,2014,18-59/64,70.5
1520,200000,DOLNOŚLĄSKIE,2015,18-59/64,74.5
1521,400000,KUJAWSKO-POMORSKIE,2015,18-59/64,72.3
1522,600000,LUBELSKIE,2015,18-59/64,72.8
1523,800000,LUBUSKIE,2015,18-59/64,72.3
1524,1000000,ŁÓDZKIE,2015,18-59/64,74.7
1525,1200000,MAŁOPOLSKIE,2015,18-59/64,69.2
1526,1400000,MAZOWIECKIE,2015,18-59/64,78.6
1527,1600000,OPOLSKIE,2015,18-59/64,73.6
1528,1800000,PODKARPACKIE,2015,18-59/64,66.4
1529,2000000,PODLASKIE,2015,18-59/64,72.4
1530,2200000,POMORSKIE,2015,18-59/64,74.0
1531,2400000,ŚLĄSKIE,2015,18-59/64,70.9
1532,2600000,ŚWIĘTOKRZYSKIE,2015,18-59/64,70.7
1533,2800000,WARMIŃSKO-MAZURSKIE,2015,18-59/64,69.0
1534,3000000,WIELKOPOLSKIE,2015,18-59/64,75.1
1535,3200000,ZACHODNIOPOMORSKIE,2015,18-59/64,71.1
1536,200000,DOLNOŚLĄSKIE,2016,18-59/64,75.7
1537,400000,KUJAWSKO-POMORSKIE,2016,18-59/64,73.6
1538,600000,LUBELSKIE,2016,18-59/64,72.4
1539,800000,LUBUSKIE,2016,18-59/64,73.4
1540,1000000,ŁÓDZKIE,2016,18-59/64,76.0
1541,1200000,MAŁOPOLSKIE,2016,18-59/64,70.8
1542,1400000,MAZOWIECKIE,2016,18-59/64,78.6
1543,1600000,OPOLSKIE,2016,18-59/64,74.1
1544,1800000,PODKARPACKIE,2016,18-59/64,69.7
1545,2000000,PODLASKIE,2016,18-59/64,74.1
1546,2200000,POMORSKIE,2016,18-59/64,75.7
1547,2400000,ŚLĄSKIE,2016,18-59/64,72.5
1548,2600000,ŚWIĘTOKRZYSKIE,2016,18-59/64,72.4
1549,2800000,WARMIŃSKO-MAZURSKIE,2016,18-59/64,70.0
1550,3000000,WIELKOPOLSKIE,2016,18-59/64,75.7
1551,3200000,ZACHODNIOPOMORSKIE,2016,18-59/64,71.6
1552,200000,DOLNOŚLĄSKIE,2017,18-59/64,75.9
1553,400000,KUJAWSKO-POMORSKIE,2017,18-59/64,73.5
1554,600000,LUBELSKIE,2017,18-59/64,73.0
1555,800000,LUBUSKIE,2017,18-59/64,74.2
1556,1000000,ŁÓDZKIE,2017,18-59/64,78.0
1557,1200000,MAŁOPOLSKIE,2017,18-59/64,71.4
1558,1400000,MAZOWIECKIE,2017,18-59/64,79.8
1559,1600000,OPOLSKIE,2017,18-59/64,75.6
1560,1800000,PODKARPACKIE,2017,18-59/64,70.7
1561,2000000,PODLASKIE,2017,18-59/64,75.1
1562,2200000,POMORSKIE,2017,18-59/64,76.6
1563,2400000,ŚLĄSKIE,2017,18-59/64,73.2
1564,2600000,ŚWIĘTOKRZYSKIE,2017,18-59/64,72.3
1565,2800000,WARMIŃSKO-MAZURSKIE,2017,18-59/64,71.4
1566,3000000,WIELKOPOLSKIE,2017,18-59/64,77.5
1567,3200000,ZACHODNIOPOMORSKIE,2017,18-59/64,72.2
1568,200000,DOLNOŚLĄSKIE,2018,18-59/64,76.5
1569,400000,KUJAWSKO-POMORSKIE,2018,18-59/64,74.8
1570,600000,LUBELSKIE,2018,18-59/64,74.7
1571,800000,LUBUSKIE,2018,18-59/64,74.6
1572,1000000,ŁÓDZKIE,2018,18-59/64,79.4
1573,1200000,MAŁOPOLSKIE,2018,18-59/64,72.3
1574,1400000,MAZOWIECKIE,2018,18-59/64,81.0
1575,1600000,OPOLSKIE,2018,18-59/64,77.0
1576,1800000,PODKARPACKIE,2018,18-59/64,69.4
1577,2000000,PODLASKIE,2018,18-59/64,76.2
1578,2200000,POMORSKIE,2018,18-59/64,77.0
1579,2400000,ŚLĄSKIE,2018,18-59/64,74.2
1580,2600000,ŚWIĘTOKRZYSKIE,2018,18-59/64,71.5
1581,2800000,WARMIŃSKO-MAZURSKIE,2018,18-59/64,71.0
1582,3000000,WIELKOPOLSKIE,2018,18-59/64,78.1
1583,3200000,ZACHODNIOPOMORSKIE,2018,18-59/64,74.8
1584,200000,DOLNOŚLĄSKIE,2019,18-59/64,79.3
1585,400000,KUJAWSKO-POMORSKIE,2019,18-59/64,76.0
1586,600000,LUBELSKIE,2019,18-59/64,73.9
1587,800000,LUBUSKIE,2019,18-59/64,75.3
1588,1000000,ŁÓDZKIE,2019,18-59/64,78.0
1589,1200000,MAŁOPOLSKIE,2019,18-59/64,74.0
1590,1400000,MAZOWIECKIE,2019,18-59/64,81.0
1591,1600000,OPOLSKIE,2019,18-59/64,77.3
1592,1800000,PODKARPACKIE,2019,18-59/64,70.2
1593,2000000,PODLASKIE,2019,18-59/64,76.1
1594,2200000,POMORSKIE,2019,18-59/64,79.4
1595,2400000,ŚLĄSKIE,2019,18-59/64,74.7
1596,2600000,ŚWIĘTOKRZYSKIE,2019,18-59/64,72.3
1597,2800000,WARMIŃSKO-MAZURSKIE,2019,18-59/64,71.3
1598,3000000,WIELKOPOLSKIE,2019,18-59/64,79.1
1599,3200000,ZACHODNIOPOMORSKIE,2019,18-59/64,75.1
1600,200000,DOLNOŚLĄSKIE,2020,18-59/64,79.1
1601,400000,KUJAWSKO-POMORSKIE,2020,18-59/64,75.6
1602,600000,LUBELSKIE,2020,18-59/64,75.0
1603,800000,LUBUSKIE,2020,18-59/64,76.1
1604,1000000,ŁÓDZKIE,2020,18-59/64,79.2
1605,1200000,MAŁOPOLSKIE,2020,18-59/64,73.4
1606,1400000,MAZOWIECKIE,2020,18-59/64,80.6
1607,1600000,OPOLSKIE,2020,18-59/64,77.5
1608,1800000,PODKARPACKIE,2020,18-59/64,70.6
1609,2000000,PODLASKIE,2020,18-59/64,76.2
1610,2200000,POMORSKIE,2020,18-59/64,78.9
1611,2400000,ŚLĄSKIE,2020,18-59/64,74.5
1612,2600000,ŚWIĘTOKRZYSKIE,2020,18-59/64,74.9
1613,2800000,WARMIŃSKO-MAZURSKIE,2020,18-59/64,71.7
1614,3000000,WIELKOPOLSKIE,2020,18-59/64,78.1
1615,3200000,ZACHODNIOPOMORSKIE,2020,18-59/64,75.3
1616,200000,DOLNOŚLĄSKIE,2021,18-59/64,81.6
1617,400000,KUJAWSKO-POMORSKIE,2021,18-59/64,79.5
1618,600000,LUBELSKIE,2021,18-59/64,78.3
1619,800000,LUBUSKIE,2021,18-59/64,76.9
1620,1000000,ŁÓDZKIE,2021,18-59/64,81.4
1621,1200000,MAŁOPOLSKIE,2021,18-59/64,77.0
1622,1400000,MAZOWIECKIE,2021,18-59/64,83.3
1623,1600000,OPOLSKIE,2021,18-59/64,82.1
1624,1800000,PODKARPACKIE,2021,18-59/64,72.5
1625,2000000,PODLASKIE,2021,18-59/64,79.4
1626,2200000,POMORSKIE,2021,18-59/64,80.0
1627,2400000,ŚLĄSKIE,2021,18-59/64,76.9
1628,2600000,ŚWIĘTOKRZYSKIE,2021,18-59/64,78.6
1629,2800000,WARMIŃSKO-MAZURSKIE,2021,18-59/64,76.8
1630,3000000,WIELKOPOLSKIE,2021,18-59/64,82.0
1631,3200000,ZACHODNIOPOMORSKIE,2021,18-59/64,77.5
1632,200000,DOLNOŚLĄSKIE,2022,18-59/64,81.9
1633,400000,KUJAWSKO-POMORSKIE,2022,18-59/64,81.4
1634,600000,LUBELSKIE,2022,18-59/64,79.7
1635,800000,LUBUSKIE,2022,18-59/64,78.3
1636,1000000,ŁÓDZKIE,2022,18-59/64,83.5
1637,1200000,MAŁOPOLSKIE,2022,18-59/64,76.7
1638,1400000,MAZOWIECKIE,2022,18-59/64,84.6
1639,1600000,OPOLSKIE,2022,18-59/64,80.6
1640,1800000,PODKARPACKIE,2022,18-59/64,72.7
1641,2000000,PODLASKIE,2022,18-59/64,80.6
1642,2200000,POMORSKIE,2022,18-59/64,80.8
1643,2400000,ŚLĄSKIE,2022,18-59/64,78.0
1644,2600000,ŚWIĘTOKRZYSKIE,2022,18-59/64,79.7
1645,2800000,WARMIŃSKO-MAZURSKIE,2022,18-59/64,76.9
1646,3000000,WIELKOPOLSKIE,2022,18-59/64,81.9
1647,3200000,ZACHODNIOPOMORSKIE,2022,18-59/64,78.2
1648,200000,DOLNOŚLĄSKIE,2023,18-59/64,83.7
1649,400000,KUJAWSKO-POMORSKIE,2023,18-59/64,82.0
1650,600000,LUBELSKIE,2023,18-59/64,80.0
1651,800000,LUBUSKIE,2023,18-59/64,80.6
1652,1000000,ŁÓDZKIE,2023,18-59/64,82.8
1653,1200000,MAŁOPOLSKIE,2023,18-59/64,78.3
1654,1400000,MAZOWIECKIE,2023,18-59/64,85.2
1655,1600000,OPOLSKIE,2023,18-59/64,81.2
1656,1800000,PODKARPACKIE,2023,18-59/64,74.6
1657,2000000,PODLASKIE,2023,18-59/64,80.8
1658,2200000,POMORSKIE,2023,18-59/64,81.7
1659,2400000,ŚLĄSKIE,2023,18-59/64,79.8
1660,2600000,ŚWIĘTOKRZYSKIE,2023,18-59/64,79.9
1661,2800000,WARMIŃSKO-MAZURSKIE,2023,18-59/64,77.5
1662,3000000,WIELKOPOLSKIE,2023,18-59/64,82.7
1663,3200000,ZACHODNIOPOMORSKIE,2023,18-59/64,80.2
1664,200000,DOLNOŚLĄSKIE,2024,18-59/64,84.5
1665,400000,KUJAWSKO-POMORSKIE,2024,18-59/64,82.6
1666,600000,LUBELSKIE,2024,18-59/64,80.2
1667,800000,LUBUSKIE,2024,18-59/64,79.9
1668,1000000,ŁÓDZKIE,2024,18-59/64,81.8
1669,1200000,MAŁOPOLSKIE,2024,18-59/64,79.1
1670,1400000,MAZOWIECKIE,2024,18-59/64,85.4
1671,1600000,OPOLSKIE,2024,18-59/64,83.0
1672,1800000,PODKARPACKIE,2024,18-59/64,75.6
1673,2000000,PODLASKIE,2024,18-59/64,79.9
1674,2200000,POMORSKIE,2024,18-59/64,82.4
1675,2400000,ŚLĄSKIE,2024,18-59/64,79.4
1676,2600000,ŚWIĘTOKRZYSKIE,2024,18-59/64,80.3
1677,2800000,WARMIŃSKO-MAZURSKIE,2024,18-59/64,79.7
1678,3000000,WIELKOPOLSKIE,2024,18-59/64,82.3
1679,3200000,ZACHODNIOPOMORSKIE,2024,18-59/64,81.0
1680,200000,DOLNOŚLĄSKIE,2010,50-89,31.8
1681,400000,KUJAWSKO-POMORSKIE,2010,50-89,30.1
1682,600000,LUBELSKIE,2010,50-89,31.3
1683,800000,LUBUSKIE,2010,50-89,32.3
1684,1000000,ŁÓDZKIE,2010,50-89,30.3
1685,1200000,MAŁOPOLSKIE,2010,50-89,26.1
1686,1400000,MAZOWIECKIE,2010,50-89,34.4
1687,1600000,OPOLSKIE,2010,50-89,29.8
1688,1800000,PODKARPACKIE,2010,50-89,24.7
1689,2000000,PODLASKIE,2010,50-89,30.5
1690,2200000,POMORSKIE,2010,50-89,33.6
1691,2400000,ŚLĄSKIE,2010,50-89,27.4
1692,2600000,ŚWIĘTOKRZYSKIE,2010,50-89,31.3
1693,2800000,WARMIŃSKO-MAZURSKIE,2010,50-89,31.2
1694,3000000,WIELKOPOLSKIE,2010,50-89,32.6
1695,3200000,ZACHODNIOPOMORSKIE,2010,50-89,32.1
1696,200000,DOLNOŚLĄSKIE,2011,50-89,32.1
1697,400000,KUJAWSKO-POMORSKIE,2011,50-89,30.8
1698,600000,LUBELSKIE,2011,50-89,32.4
1699,800000,LUBUSKIE,2011,50-89,31.8
1700,1000000,ŁÓDZKIE,2011,50-89,31.9
1701,1200000,MAŁOPOLSKIE,2011,50-89,27.2
1702,1400000,MAZOWIECKIE,2011,50-89,36.0
1703,1600000,OPOLSKIE,2011,50-89,31.3
1704,1800000,PODKARPACKIE,2011,50-89,25.5
1705,2000000,PODLASKIE,2011,50-89,32.8
1706,2200000,POMORSKIE,2011,50-89,32.4
1707,2400000,ŚLĄSKIE,2011,50-89,29.2
1708,2600000,ŚWIĘTOKRZYSKIE,2011,50-89,32.2
1709,2800000,WARMIŃSKO-MAZURSKIE,2011,50-89,30.7
1710,3000000,WIELKOPOLSKIE,2011,50-89,33.9
1711,3200000,ZACHODNIOPOMORSKIE,2011,50-89,31.0
1712,200000,DOLNOŚLĄSKIE,2012,50-89,33.2
1713,400000,KUJAWSKO-POMORSKIE,2012,50-89,33.5
1714,600000,LUBELSKIE,2012,50-89,32.4
1715,800000,LUBUSKIE,2012,50-89,31.4
1716,1000000,ŁÓDZKIE,2012,50-89,32.7
1717,1200000,MAŁOPOLSKIE,2012,50-89,28.1
1718,1400000,MAZOWIECKIE,2012,50-89,37.5
1719,1600000,OPOLSKIE,2012,50-89,32.4
1720,1800000,PODKARPACKIE,2012,50-89,26.3
1721,2000000,PODLASKIE,2012,50-89,33.8
1722,2200000,POMORSKIE,2012,50-89,32.4
1723,2400000,ŚLĄSKIE,2012,50-89,29.2
1724,2600000,ŚWIĘTOKRZYSKIE,2012,50-89,32.8
1725,2800000,WARMIŃSKO-MAZURSKIE,2012,50-89,30.6
1726,3000000,WIELKOPOLSKIE,2012,50-89,33.9
1727,3200000,ZACHODNIOPOMORSKIE,2012,50-89,32.1
1728,200000,DOLNOŚLĄSKIE,2013,50-89,32.5
1729,400000,KUJAWSKO-POMORSKIE,2013,50-89,33.5
1730,600000,LUBELSKIE,2013,50-89,32.8
1731,800000,LUBUSKIE,2013,50-89,33.1
1732,1000000,ŁÓDZKIE,2013,50-89,34.0
1733,1200000,MAŁOPOLSKIE,2013,50-89,28.9
1734,1400000,MAZOWIECKIE,2013,50-89,37.5
1735,1600000,OPOLSKIE,2013,50-89,31.9
1736,1800000,PODKARPACKIE,2013,50-89,26.7
1737,2000000,PODLASKIE,2013,50-89,34.0
1738,2200000,POMORSKIE,2013,50-89,34.2
1739,2400000,ŚLĄSKIE,2013,50-89,29.7
1740,2600000,ŚWIĘTOKRZYSKIE,2013,50-89,30.7
1741,2800000,WARMIŃSKO-MAZURSKIE,2013,50-89,31.2
1742,3000000,WIELKOPOLSKIE,2013,50-89,33.4
1743,3200000,ZACHODNIOPOMORSKIE,2013,50-89,32.9
1744,200000,DOLNOŚLĄSKIE,2014,50-89,32.6
1745,400000,KUJAWSKO-POMORSKIE,2014,50-89,33.4
1746,600000,LUBELSKIE,2014,50-89,33.9
1747,800000,LUBUSKIE,2014,50-89,33.4
1748,1000000,ŁÓDZKIE,2014,50-89,35.2
1749,1200000,MAŁOPOLSKIE,2014,50-89,29.7
1750,1400000,MAZOWIECKIE,2014,50-89,38.2
1751,1600000,OPOLSKIE,2014,50-89,33.0
1752,1800000,PODKARPACKIE,2014,50-89,26.9
1753,2000000,PODLASKIE,2014,50-89,35.2
1754,2200000,POMORSKIE,2014,50-89,33.6
1755,2400000,ŚLĄSKIE,2014,50-89,30.7
1756,2600000,ŚWIĘTOKRZYSKIE,2014,50-89,31.2
1757,2800000,WARMIŃSKO-MAZURSKIE,2014,50-89,30.6
1758,3000000,WIELKOPOLSKIE,2014,50-89,32.8
1759,3200000,ZACHODNIOPOMORSKIE,2014,50-89,34.2
1760,200000,DOLNOŚLĄSKIE,2015,50-89,33.3
1761,400000,KUJAWSKO-POMORSKIE,2015,50-89,33.5
1762,600000,LUBELSKIE,2015,50-89,34.7
1763,800000,LUBUSKIE,2015,50-89,34.2
1764,1000000,ŁÓDZKIE,2015,50-89,33.7
1765,1200000,MAŁOPOLSKIE,2015,50-89,30.7
1766,1400000,MAZOWIECKIE,2015,50-89,37.5
1767,1600000,OPOLSKIE,2015,50-89,33.2
1768,1800000,PODKARPACKIE,2015,50-89,28.0
1769,2000000,PODLASKIE,2015,50-89,34.8
1770,2200000,POMORSKIE,2015,50-89,36.3
1771,2400000,ŚLĄSKIE,2015,50-89,30.1
1772,2600000,ŚWIĘTOKRZYSKIE,2015,50-89,32.4
1773,2800000,WARMIŃSKO-MAZURSKIE,2015,50-89,32.0
1774,3000000,WIELKOPOLSKIE,2015,50-89,34.2
1775,3200000,ZACHODNIOPOMORSKIE,2015,50-89,33.0
1776,200000,DOLNOŚLĄSKIE,2016,50-89,34.3
1777,400000,KUJAWSKO-POMORSKIE,2016,50-89,33.4
1778,600000,LUBELSKIE,2016,50-89,32.8
1779,800000,LUBUSKIE,2016,50-89,35.2
1780,1000000,ŁÓDZKIE,2016,50-89,33.5
1781,1200000,MAŁOPOLSKIE,2016,50-89,30.5
1782,1400000,MAZOWIECKIE,2016,50-89,36.8
1783,1600000,OPOLSKIE,2016,50-89,33.3
1784,1800000,PODKARPACKIE,2016,50-89,30.4
1785,2000000,PODLASKIE,2016,50-89,34.2
1786,2200000,POMORSKIE,2016,50-89,36.5
1787,2400000,ŚLĄSKIE,2016,50-89,29.0
1788,2600000,ŚWIĘTOKRZYSKIE,2016,50-89,32.3
1789,2800000,WARMIŃSKO-MAZURSKIE,2016,50-89,33.5
1790,3000000,WIELKOPOLSKIE,2016,50-89,35.2
1791,3200000,ZACHODNIOPOMORSKIE,2016,50-89,32.5
1792,200000,DOLNOŚLĄSKIE,2017,50-89,33.9
1793,400000,KUJAWSKO-POMORSKIE,2017,50-89,33.2
1794,600000,LUBELSKIE,2017,50-89,33.1
1795,800000,LUBUSKIE,2017,50-89,34.4
1796,1000000,ŁÓDZKIE,2017,50-89,34.7
1797,1200000,MAŁOPOLSKIE,2017,50-89,32.1
1798,1400000,MAZOWIECKIE,2017,50-89,37.5
1799,1600000,OPOLSKIE,2017,50-89,35.1
1800,1800000,PODKARPACKIE,2017,50-89,30.8
1801,2000000,PODLASKIE,2017,50-89,34.9
1802,2200000,POMORSKIE,2017,50-89,36.8
1803,2400000,ŚLĄSKIE,2017,50-89,29.8
1804,2600000,ŚWIĘTOKRZYSKIE,2017,50-89,32.5
1805,2800000,WARMIŃSKO-MAZURSKIE,2017,50-89,33.7
1806,3000000,WIELKOPOLSKIE,2017,50-89,35.8
1807,3200000,ZACHODNIOPOMORSKIE,2017,50-89,32.8
1808,200000,DOLNOŚLĄSKIE,2018,50-89,33.6
1809,400000,KUJAWSKO-POMORSKIE,2018,50-89,33.5
1810,600000,LUBELSKIE,2018,50-89,33.0
1811,800000,LUBUSKIE,2018,50-89,34.0
1812,1000000,ŁÓDZKIE,2018,50-89,34.5
1813,1200000,MAŁOPOLSKIE,2018,50-89,31.1
1814,1400000,MAZOWIECKIE,2018,50-89,38.1
1815,1600000,OPOLSKIE,2018,50-89,34.4
1816,1800000,PODKARPACKIE,2018,50-89,29.8
1817,2000000,PODLASKIE,2018,50-89,34.2
1818,2200000,POMORSKIE,2018,50-89,35.4
1819,2400000,ŚLĄSKIE,2018,50-89,28.5
1820,2600000,ŚWIĘTOKRZYSKIE,2018,50-89,30.9
1821,2800000,WARMIŃSKO-MAZURSKIE,2018,50-89,32.9
1822,3000000,WIELKOPOLSKIE,2018,50-89,34.7
1823,3200000,ZACHODNIOPOMORSKIE,2018,50-89,33.4
1824,200000,DOLNOŚLĄSKIE,2019,50-89,33.6
1825,400000,KUJAWSKO-POMORSKIE,2019,50-89,32.8
1826,600000,LUBELSKIE,2019,50-89,32.6
1827,800000,LUBUSKIE,2019,50-89,33.6
1828,1000000,ŁÓDZKIE,2019,50-89,32.3
1829,1200000,MAŁOPOLSKIE,2019,50-89,31.1
1830,1400000,MAZOWIECKIE,2019,50-89,37.6
1831,1600000,OPOLSKIE,2019,50-89,33.7
1832,1800000,PODKARPACKIE,2019,50-89,29.8
1833,2000000,PODLASKIE,2019,50-89,34.3
1834,2200000,POMORSKIE,2019,50-89,36.7
1835,2400000,ŚLĄSKIE,2019,50-89,27.2
1836,2600000,ŚWIĘTOKRZYSKIE,2019,50-89,30.4
1837,2800000,WARMIŃSKO-MAZURSKIE,2019,50-89,33.2
1838,3000000,WIELKOPOLSKIE,2019,50-89,34.3
1839,3200000,ZACHODNIOPOMORSKIE,2019,50-89,32.9
1840,200000,DOLNOŚLĄSKIE,2020,50-89,33.7
1841,400000,KUJAWSKO-POMORSKIE,2020,50-89,32.7
1842,600000,LUBELSKIE,2020,50-89,34.0
1843,800000,LUBUSKIE,2020,50-89,33.9
1844,1000000,ŁÓDZKIE,2020,50-89,33.4
1845,1200000,MAŁOPOLSKIE,2020,50-89,32.8
1846,1400000,MAZOWIECKIE,2020,50-89,38.2
1847,1600000,OPOLSKIE,2020,50-89,34.8
1848,1800000,PODKARPACKIE,2020,50-89,31.2
1849,2000000,PODLASKIE,2020,50-89,35.4
1850,2200000,POMORSKIE,2020,50-89,37.4
1851,2400000,ŚLĄSKIE,2020,50-89,28.1
1852,2600000,ŚWIĘTOKRZYSKIE,2020,50-89,32.3
1853,2800000,WARMIŃSKO-MAZURSKIE,2020,50-89,34.3
1854,3000000,WIELKOPOLSKIE,2020,50-89,33.7
1855,3200000,ZACHODNIOPOMORSKIE,2020,50-89,34.1
1856,200000,DOLNOŚLĄSKIE,2021,50-89,35.2
1857,400000,KUJAWSKO-POMORSKIE,2021,50-89,36.1
1858,600000,LUBELSKIE,2021,50-89,35.7
1859,800000,LUBUSKIE,2021,50-89,33.8
1860,1000000,ŁÓDZKIE,2021,50-89,35.5
1861,1200000,MAŁOPOLSKIE,2021,50-89,35.1
1862,1400000,MAZOWIECKIE,2021,50-89,40.5
1863,1600000,OPOLSKIE,2021,50-89,37.4
1864,1800000,PODKARPACKIE,2021,50-89,33.2
1865,2000000,PODLASKIE,2021,50-89,38.0
1866,2200000,POMORSKIE,2021,50-89,38.5
1867,2400000,ŚLĄSKIE,2021,50-89,31.6
1868,2600000,ŚWIĘTOKRZYSKIE,2021,50-89,35.7
1869,2800000,WARMIŃSKO-MAZURSKIE,2021,50-89,35.1
1870,3000000,WIELKOPOLSKIE,2021,50-89,36.6
1871,3200000,ZACHODNIOPOMORSKIE,2021,50-89,34.8
1872,200000,DOLNOŚLĄSKIE,2022,50-89,35.7
1873,400000,KUJAWSKO-POMORSKIE,2022,50-89,36.9
1874,600000,LUBELSKIE,2022,50-89,36.7
1875,800000,LUBUSKIE,2022,50-89,35.9
1876,1000000,ŁÓDZKIE,2022,50-89,37.1
1877,1200000,MAŁOPOLSKIE,2022,50-89,33.7
1878,1400000,MAZOWIECKIE,2022,50-89,40.5
1879,1600000,OPOLSKIE,2022,50-89,36.4
1880,1800000,PODKARPACKIE,2022,50-89,32.9
1881,2000000,PODLASKIE,2022,50-89,38.0
1882,2200000,POMORSKIE,2022,50-89,38.6
1883,2400000,ŚLĄSKIE,2022,50-89,31.2
1884,2600000,ŚWIĘTOKRZYSKIE,2022,50-89,36.2
1885,2800000,WARMIŃSKO-MAZURSKIE,2022,50-89,36.4
1886,3000000,WIELKOPOLSKIE,2022,50-89,37.4
1887,3200000,ZACHODNIOPOMORSKIE,2022,50-89,35.4
1888,200000,DOLNOŚLĄSKIE,2023,50-89,36.3
1889,400000,KUJAWSKO-POMORSKIE,2023,50-89,37.3
1890,600000,LUBELSKIE,2023,50-89,35.2
1891,800000,LUBUSKIE,2023,50-89,37.3
1892,1000000,ŁÓDZKIE,2023,50-89,35.9
1893,1200000,MAŁOPOLSKIE,2023,50-89,34.8
1894,1400000,MAZOWIECKIE,2023,50-89,40.6
1895,1600000,OPOLSKIE,2023,50-89,37.2
1896,1800000,PODKARPACKIE,2023,50-89,33.2
1897,2000000,PODLASKIE,2023,50-89,39.6
1898,2200000,POMORSKIE,2023,50-89,38.4
1899,2400000,ŚLĄSKIE,2023,50-89,32.3
1900,2600000,ŚWIĘTOKRZYSKIE,2023,50-89,36.8
1901,2800000,WARMIŃSKO-MAZURSKIE,2023,50-89,36.3
1902,3000000,WIELKOPOLSKIE,2023,50-89,37.1
1903,3200000,ZACHODNIOPOMORSKIE,2023,50-89,35.1
1904,200000,DOLNOŚLĄSKIE,2024,50-89,35.1
1905,400000,KUJAWSKO-POMORSKIE,2024,50-89,37.8
1906,600000,LUBELSKIE,2024,50-89,35.9
1907,800000,LUBUSKIE,2024,50-89,36.4
1908,1000000,ŁÓDZKIE,2024,50-89,36.7
1909,1200000,MAŁOPOLSKIE,2024,50-89,35.7
1910,1400000,MAZOWIECKIE,2024,50-89,41.5
1911,1600000,OPOLSKIE,2024,50-89,36.6
1912,1800000,PODKARPACKIE,2024,50-89,33.2
1913,2000000,PODLASKIE,2024,50-89,38.5
1914,2200000,POMORSKIE,2024,50-89,38.7
1915,2400000,ŚLĄSKIE,2024,50-89,33.1
1916,2600000,ŚWIĘTOKRZYSKIE,2024,50-89,35.7
1917,2800000,WARMIŃSKO-MAZURSKIE,2024,50-89,36.0
1918,3000000,WIELKOPOLSKIE,2024,50-89,37.5
1919,3200000,ZACHODNIOPOMORSKIE,2024,50-89,35.2
