,code,voivodeship,year,sex,age,rate
6509,2800000,WARMIŃSKO-MAZURSKIE,2011,total,15-64,54.0
6510,3000000,WIELKOPOLSKIE,2011,total,15-64,59.6
6511,3200000,ZACHODNIOPOMORSKIE,2011,total,15-64,53.6
6512,200000,DOLNOŚLĄSKIE,2012,total,15-64,57.4
6513,400000,KUJAWSKO-POMORSKIE,2012,total,15-64,57.3
6514,600000,LUBELSKIE,2012,total,15-64,57.5
6515,800000,LUBUSKIE,2012,total,15-64,56.6
6516,1000000,ŁÓDZKIE,2012,total,15-64,59.1
6517,1200000,MAŁOPOLSKIE,2012,total,15-64,54.5
6518,1400000,MAZOWIECKIE,2012,total,15-64,64.9
6519,1600000,OPOLSKIE,2012,total,15-64,59.2
6520,1800000,PODKARPACKIE,2012,total,15-64,49.1
6521,2000000,PODLASKIE,2012,total,15-64,59.2
6522,2200000,POMORSKIE,2012,total,15-64,58.7
6523,2400000,ŚLĄSKIE,2012,total,15-64,57.6
6524,2600000,ŚWIĘTOKRZYSKIE,2012,total,15-64,55.7
6525,2800000,WARMIŃSKO-MAZURSKIE,2012,total,15-64,52.8
6526,3000000,WIELKOPOLSKIE,2012,total,15-64,60.3
6527,3200000,ZACHODNIOPOMORSKIE,2012,total,15-64,55.3
6528,200000,DOLNOŚLĄSKIE,2013,total,15-64,57.9
6529,400000,KUJAWSKO-POMORSKIE,2013,total,15-64,57.2
6530,600000,LUBELSKIE,2013,total,15-64,57.6
6531,800000,LUBUSKIE,2013,total,15-64,57.6
6532,1000000,ŁÓDZKIE,2013,total,15-64,59.8
6533,1200000,MAŁOPOLSKIE,2013,total,15-64,55.3
6534,1400000,MAZOWIECKIE,2013,total,15-64,64.7
6535,1600000,OPOLSKIE,2013,total,15-64,59.1
6536,1800000,PODKARPACKIE,2013,total,15-64,49.9
6537,2000000,PODLASKIE,2013,total,15-64,59.4
6538,2200000,POMORSKIE,2013,total,15-64,59.0
6539,2400000,ŚLĄSKIE,2013,total,15-64,57.9
6540,2600000,ŚWIĘTOKRZYSKIE,2013,total,15-64,55.0
6541,2800000,WARMIŃSKO-MAZURSKIE,2013,total,15-64,53.7
6542,3000000,WIELKOPOLSKIE,2013,total,15-64,61.2
6543,3200000,ZACHODNIOPOMORSKIE,2013,total,15-64,56.6
6544,200000,DOLNOŚLĄSKIE,2014,total,15-64,61.1
6545,400000,KUJAWSKO-POMORSKIE,2014,total,15-64,58.9
6546,600000,LUBELSKIE,2014,total,15-64,58.7
6547,800000,LUBUSKIE,2014,total,15-64,59.1
6548,1000000,ŁÓDZKIE,2014,total,15-64,62.6
6549,1200000,MAŁOPOLSKIE,2014,total,15-64,57.1
6550,1400000,MAZOWIECKIE,2014,total,15-64,67.1
6551,1600000,OPOLSKIE,2014,total,15-64,60.7
6552,1800000,PODKARPACKIE,2014,total,15-64,50.5
6553,2000000,PODLASKIE,2014,total,15-64,60.7
6554,2200000,POMORSKIE,2014,total,15-64,60.2
6555,2400000,ŚLĄSKIE,2014,total,15-64,59.2
6556,2600000,ŚWIĘTOKRZYSKIE,2014,total,15-64,55.6
6557,2800000,WARMIŃSKO-MAZURSKIE,2014,total,15-64,54.9
6558,3000000,WIELKOPOLSKIE,2014,total,15-64,63.1
6559,3200000,ZACHODNIOPOMORSKIE,2014,total,15-64,58.4
6560,200000,DOLNOŚLĄSKIE,2015,total,15-64,63.1
6561,400000,KUJAWSKO-POMORSKIE,2015,total,15-64,60.7
6562,600000,LUBELSKIE,2015,total,15-64,59.6
6563,800000,LUBUSKIE,2015,total,15-64,61.5
6564,1000000,ŁÓDZKIE,2015,total,15-64,63.1
6565,1200000,MAŁOPOLSKIE,2015,total,15-64,58.6
6566,1400000,MAZOWIECKIE,2015,total,15-64,67.9
6567,1600000,OPOLSKIE,2015,total,15-64,62.5
6568,1800000,PODKARPACKIE,2015,total,15-64,52.1
6569,2000000,PODLASKIE,2015,total,15-64,61.3
6570,2200000,POMORSKIE,2015,total,15-64,63.4
6571,2400000,ŚLĄSKIE,2015,total,15-64,59.7
6572,2600000,ŚWIĘTOKRZYSKIE,2015,total,15-64,57.6
6573,2800000,WARMIŃSKO-MAZURSKIE,2015,total,15-64,56.3
6574,3000000,WIELKOPOLSKIE,2015,total,15-64,65.1
6575,3200000,ZACHODNIOPOMORSKIE,2015,total,15-64,59.8
6576,200000,DOLNOŚLĄSKIE,2016,total,15-64,65.5
6577,400000,KUJAWSKO-POMORSKIE,2016,total,15-64,62.1
6578,600000,LUBELSKIE,2016,total,15-64,60.7
6579,800000,LUBUSKIE,2016,total,15-64,63.8
6580,1000000,ŁÓDZKIE,2016,total,15-64,65.5
6581,1200000,MAŁOPOLSKIE,2016,total,15-64,61.2
6582,1400000,MAZOWIECKIE,2016,total,15-64,68.2
6583,1600000,OPOLSKIE,2016,total,15-64,64.3
6584,1800000,PODKARPACKIE,2016,total,15-64,56.9
6585,2000000,PODLASKIE,2016,total,15-64,63.3
6586,2200000,POMORSKIE,2016,total,15-64,65.3
6587,2400000,ŚLĄSKIE,2016,total,15-64,62.6
6588,2600000,ŚWIĘTOKRZYSKIE,2016,total,15-64,60.0
6589,2800000,WARMIŃSKO-MAZURSKIE,2016,total,15-64,58.1
6590,3000000,WIELKOPOLSKIE,2016,total,15-64,66.1
6591,3200000,ZACHODNIOPOMORSKIE,2016,total,15-64,60.5
6592,200000,DOLNOŚLĄSKIE,2017,total,15-64,66.2
6593,400000,KUJAWSKO-POMORSKIE,2017,total,15-64,63.2
6594,600000,LUBELSKIE,2017,total,15-64,61.8
6595,800000,LUBUSKIE,2017,total,15-64,65.2
6596,1000000,ŁÓDZKIE,2017,total,15-64,68.2
6597,1200000,MAŁOPOLSKIE,2017,total,15-64,62.6
6598,1400000,MAZOWIECKIE,2017,total,15-64,69.7
6599,1600000,OPOLSKIE,2017,total,15-64,66.6
6600,1800000,PODKARPACKIE,2017,total,15-64,58.7
6601,2000000,PODLASKIE,2017,total,15-64,65.7
6602,2200000,POMORSKIE,2017,total,15-64,67.6
6603,2400000,ŚLĄSKIE,2017,total,15-64,64.3
6604,2600000,ŚWIĘTOKRZYSKIE,2017,total,15-64,61.3
6605,2800000,WARMIŃSKO-MAZURSKIE,2017,total,15-64,60.5
6606,3000000,WIELKOPOLSKIE,2017,total,15-64,69.0
6607,3200000,ZACHODNIOPOMORSKIE,2017,total,15-64,62.8
6608,200000,DOLNOŚLĄSKIE,2018,total,15-64,67.9
6609,400000,KUJAWSKO-POMORSKIE,2018,total,15-64,65.2
6610,600000,LUBELSKIE,2018,total,15-64,63.8
6611,800000,LUBUSKIE,2018,total,15-64,66.1
6612,1000000,ŁÓDZKIE,2018,total,15-64,69.3
6613,1200000,MAŁOPOLSKIE,2018,total,15-64,64.1
6614,1400000,MAZOWIECKIE,2018,total,15-64,71.7
6615,1600000,OPOLSKIE,2018,total,15-64,68.3
6616,1800000,PODKARPACKIE,2018,total,15-64,58.9
6617,2000000,PODLASKIE,2018,total,15-64,67.5
6618,2200000,POMORSKIE,2018,total,15-64,68.6
6619,2400000,ŚLĄSKIE,2018,total,15-64,65.1
6620,2600000,ŚWIĘTOKRZYSKIE,2018,total,15-64,61.2
6621,2800000,WARMIŃSKO-MAZURSKIE,2018,total,15-64,61.3
6622,3000000,WIELKOPOLSKIE,2018,total,15-64,70.0
6623,3200000,ZACHODNIOPOMORSKIE,2018,total,15-64,65.7
6624,200000,DOLNOŚLĄSKIE,2019,total,15-64,70.7
6625,400000,KUJAWSKO-POMORSKIE,2019,total,15-64,66.5
6626,600000,LUBELSKIE,2019,total,15-64,63.6
6627,800000,LUBUSKIE,2019,total,15-64,67.6
6628,1000000,ŁÓDZKIE,2019,total,15-64,68.2
6629,1200000,MAŁOPOLSKIE,2019,total,15-64,65.8
6630,1400000,MAZOWIECKIE,2019,total,15-64,72.4
6631,1600000,OPOLSKIE,2019,total,15-64,68.7
6632,1800000,PODKARPACKIE,2019,total,15-64,60.6
6633,2000000,PODLASKIE,2019,total,15-64,67.4
6634,2200000,POMORSKIE,2019,total,15-64,71.1
6635,2400000,ŚLĄSKIE,2019,total,15-64,66.4
6636,2600000,ŚWIĘTOKRZYSKIE,2019,total,15-64,63.2
6637,2800000,WARMIŃSKO-MAZURSKIE,2019,total,15-64,62.8
6638,3000000,WIELKOPOLSKIE,2019,total,15-64,70.6
6639,3200000,ZACHODNIOPOMORSKIE,2019,total,15-64,66.5
6640,200000,DOLNOŚLĄSKIE,2020,total,15-64,70.7
6641,400000,KUJAWSKO-POMORSKIE,2020,total,15-64,66.9
6642,600000,LUBELSKIE,2020,total,15-64,64.2
6643,800000,LUBUSKIE,2020,total,15-64,68.1
6644,1000000,ŁÓDZKIE,2020,total,15-64,69.8
6645,1200000,MAŁOPOLSKIE,2020,total,15-64,65.9
6646,1400000,MAZOWIECKIE,2020,total,15-64,72.0
6647,1600000,OPOLSKIE,2020,total,15-64,69.1
6648,1800000,PODKARPACKIE,2020,total,15-64,61.5
6649,2000000,PODLASKIE,2020,total,15-64,67.7
6650,2200000,POMORSKIE,2020,total,15-64,70.2
6651,2400000,ŚLĄSKIE,2020,total,15-64,66.0
6652,2600000,ŚWIĘTOKRZYSKIE,2020,total,15-64,65.1
6653,2800000,WARMIŃSKO-MAZURSKIE,2020,total,15-64,63.6
6654,3000000,WIELKOPOLSKIE,2020,total,15-64,70.3
6655,3200000,ZACHODNIOPOMORSKIE,2020,total,15-64,67.0
6656,200000,DOLNOŚLĄSKIE,2021,total,15-64,71.6
6657,400000,KUJAWSKO-POMORSKIE,2021,total,15-64,69.4
6658,600000,LUBELSKIE,2021,total,15-64,67.6
6659,800000,LUBUSKIE,2021,total,15-64,68.7
6660,1000000,ŁÓDZKIE,2021,total,15-64,70.8
6661,1200000,MAŁOPOLSKIE,2021,total,15-64,68.3
6662,1400000,MAZOWIECKIE,2021,total,15-64,75.0
6663,1600000,OPOLSKIE,2021,total,15-64,72.7
6664,1800000,PODKARPACKIE,2021,total,15-64,63.0
6665,2000000,PODLASKIE,2021,total,15-64,70.6
6666,2200000,POMORSKIE,2021,total,15-64,72.1
6667,2400000,ŚLĄSKIE,2021,total,15-64,68.9
6668,2600000,ŚWIĘTOKRZYSKIE,2021,total,15-64,68.3
6669,2800000,WARMIŃSKO-MAZURSKIE,2021,total,15-64,67.1
6670,3000000,WIELKOPOLSKIE,2021,total,15-64,73.8
6671,3200000,ZACHODNIOPOMORSKIE,2021,total,15-64,68.4
6672,200000,DOLNOŚLĄSKIE,2022,total,15-64,72.4
6673,400000,KUJAWSKO-POMORSKIE,2022,total,15-64,70.9
6674,600000,LUBELSKIE,2022,total,15-64,69.4
6675,800000,LUBUSKIE,2022,total,15-64,70.2
6676,1000000,ŁÓDZKIE,2022,total,15-64,73.4
6677,1200000,MAŁOPOLSKIE,2022,total,15-64,68.7
6678,1400000,MAZOWIECKIE,2022,total,15-64,76.0
6679,1600000,OPOLSKIE,2022,total,15-64,71.2
6680,1800000,PODKARPACKIE,2022,total,15-64,63.4
6681,2000000,PODLASKIE,2022,total,15-64,72.2
6682,2200000,POMORSKIE,2022,total,15-64,73.7
6683,2400000,ŚLĄSKIE,2022,total,15-64,70.2
6684,2600000,ŚWIĘTOKRZYSKIE,2022,total,15-64,70.0
6685,2800000,WARMIŃSKO-MAZURSKIE,2022,total,15-64,67.7
6686,3000000,WIELKOPOLSKIE,2022,total,15-64,73.7
6687,3200000,ZACHODNIOPOMORSKIE,2022,total,15-64,70.4
6688,200000,DOLNOŚLĄSKIE,2023,total,15-64,74.3
6689,400000,KUJAWSKO-POMORSKIE,2023,total,15-64,71.5
6690,600000,LUBELSKIE,2023,total,15-64,70.1
6691,800000,LUBUSKIE,2023,total,15-64,72.0
6692,1000000,ŁÓDZKIE,2023,total,15-64,73.1
6693,1200000,MAŁOPOLSKIE,2023,total,15-64,70.1
6694,1400000,MAZOWIECKIE,2023,total,15-64,77.1
6695,1600000,OPOLSKIE,2023,total,15-64,71.8
6696,1800000,PODKARPACKIE,2023,total,15-64,65.6
6697,2000000,PODLASKIE,2023,total,15-64,72.7
6698,2200000,POMORSKIE,2023,total,15-64,74.0
6699,2400000,ŚLĄSKIE,2023,total,15-64,71.3
6700,2600000,ŚWIĘTOKRZYSKIE,2023,total,15-64,69.8
6701,2800000,WARMIŃSKO-MAZURSKIE,2023,total,15-64,68.5
6702,3000000,WIELKOPOLSKIE,2023,total,15-64,73.7
6703,3200000,ZACHODNIOPOMORSKIE,2023,total,15-64,71.8
6704,200000,DOLNOŚLĄSKIE,2024,total,15-64,75.0
6705,400000,KUJAWSKO-POMORSKIE,2024,total,15-64,72.2
6706,600000,LUBELSKIE,2024,total,15-64,70.8
6707,800000,LUBUSKIE,2024,total,15-64,71.5
6708,1000000,ŁÓDZKIE,2024,total,15-64,71.7
6709,1200000,MAŁOPOLSKIE,2024,total,15-64,71.3
6710,1400000,MAZOWIECKIE,2024,total,15-64,77.0
6711,1600000,OPOLSKIE,2024,total,15-64,72.7
6712,1800000,PODKARPACKIE,2024,total,15-64,65.8
6713,2000000,PODLASKIE,2024,total,15-64,71.1
6714,2200000,POMORSKIE,2024,total,15-64,74.2
6715,2400000,ŚLĄSKIE,2024,total,15-64,71.0
6716,2600000,ŚWIĘTOKRZYSKIE,2024,total,15-64,70.2
6717,2800000,WARMIŃSKO-MAZURSKIE,2024,total,15-64,68.6
6718,3000000,WIELKOPOLSKIE,2024,total,15-64,73.9
6719,3200000,ZACHODNIOPOMORSKIE,2024,total,15-64,72.1
6720,200000,DOLNOŚLĄSKIE,2010,males,15-64,62.2
6721,400000,KUJAWSKO-POMORSKIE,2010,males,15-64,63.4
6722,600000,LUBELSKIE,2010,males,15-64,60.2
6723,800000,LUBUSKIE,2010,males,15-64,62.0
6724,1000000,ŁÓDZKIE,2010,males,15-64,64.4
6725,1200000,MAŁOPOLSKIE,2010,males,15-64,60.1
6726,1400000,MAZOWIECKIE,2010,males,15-64,67.9
6727,1600000,OPOLSKIE,2010,males,15-64,65.5
6728,1800000,PODKARPACKIE,2010,males,15-64,54.4
6729,2000000,PODLASKIE,2010,males,15-64,60.1
6730,2200000,POMORSKIE,2010,males,15-64,64.8
6731,2400000,ŚLĄSKIE,2010,males,15-64,63.4
6732,2600000,ŚWIĘTOKRZYSKIE,2010,males,15-64,60.2
6733,2800000,WARMIŃSKO-MAZURSKIE,2010,males,15-64,61.5
6734,3000000,WIELKOPOLSKIE,2010,males,15-64,67.6
6735,3200000,ZACHODNIOPOMORSKIE,2010,males,15-64,58.0
6736,200000,DOLNOŚLĄSKIE,2011,males,15-64,61.7
6737,400000,KUJAWSKO-POMORSKIE,2011,males,15-64,63.3
6738,600000,LUBELSKIE,2011,males,15-64,61.0
6739,800000,LUBUSKIE,2011,males,15-64,62.4
6740,1000000,ŁÓDZKIE,2011,males,15-64,65.3
6741,1200000,MAŁOPOLSKIE,2011,males,15-64,59.8
6742,1400000,MAZOWIECKIE,2011,males,15-64,69.1
6743,1600000,OPOLSKIE,2011,males,15-64,67.1
6744,1800000,PODKARPACKIE,2011,males,15-64,54.4
6745,2000000,PODLASKIE,2011,males,15-64,62.8
6746,2200000,POMORSKIE,2011,males,15-64,65.5
6747,2400000,ŚLĄSKIE,2011,males,15-64,64.6
6748,2600000,ŚWIĘTOKRZYSKIE,2011,males,15-64,60.6
6749,2800000,WARMIŃSKO-MAZURSKIE,2011,males,15-64,61.9
6750,3000000,WIELKOPOLSKIE,2011,males,15-64,68.0
6751,3200000,ZACHODNIOPOMORSKIE,2011,males,15-64,60.3
6752,200000,DOLNOŚLĄSKIE,2012,males,15-64,62.8
6753,400000,KUJAWSKO-POMORSKIE,2012,males,15-64,64.6
6754,600000,LUBELSKIE,2012,males,15-64,62.1
6755,800000,LUBUSKIE,2012,males,15-64,62.3
6756,1000000,ŁÓDZKIE,2012,males,15-64,64.6
6757,1200000,MAŁOPOLSKIE,2012,males,15-64,60.5
6758,1400000,MAZOWIECKIE,2012,males,15-64,70.2
6759,1600000,OPOLSKIE,2012,males,15-64,68.4
6760,1800000,PODKARPACKIE,2012,males,15-64,54.7
6761,2000000,PODLASKIE,2012,males,15-64,64.2
6762,2200000,POMORSKIE,2012,males,15-64,65.7
6763,2400000,ŚLĄSKIE,2012,males,15-64,64.1
6764,2600000,ŚWIĘTOKRZYSKIE,2012,males,15-64,61.2
6765,2800000,WARMIŃSKO-MAZURSKIE,2012,males,15-64,59.0
6766,3000000,WIELKOPOLSKIE,2012,males,15-64,69.0
6767,3200000,ZACHODNIOPOMORSKIE,2012,males,15-64,61.7
6768,200000,DOLNOŚLĄSKIE,2013,males,15-64,64.0
6769,400000,KUJAWSKO-POMORSKIE,2013,males,15-64,65.2
6770,600000,LUBELSKIE,2013,males,15-64,62.8
6771,800000,LUBUSKIE,2013,males,15-64,63.7
6772,1000000,ŁÓDZKIE,2013,males,15-64,65.3
6773,1200000,MAŁOPOLSKIE,2013,males,15-64,62.0
6774,1400000,MAZOWIECKIE,2013,males,15-64,70.0
6775,1600000,OPOLSKIE,2013,males,15-64,68.2
6776,1800000,PODKARPACKIE,2013,males,15-64,55.8
6777,2000000,PODLASKIE,2013,males,15-64,63.9
6778,2200000,POMORSKIE,2013,males,15-64,65.9
6779,2400000,ŚLĄSKIE,2013,males,15-64,64.0
6780,2600000,ŚWIĘTOKRZYSKIE,2013,males,15-64,60.8
6781,2800000,WARMIŃSKO-MAZURSKIE,2013,males,15-64,59.1
6782,3000000,WIELKOPOLSKIE,2013,males,15-64,70.3
6783,3200000,ZACHODNIOPOMORSKIE,2013,males,15-64,63.0
6784,200000,DOLNOŚLĄSKIE,2014,males,15-64,67.4
6785,400000,KUJAWSKO-POMORSKIE,2014,males,15-64,67.1
6786,600000,LUBELSKIE,2014,males,15-64,63.7
6787,800000,LUBUSKIE,2014,males,15-64,64.9
6788,1000000,ŁÓDZKIE,2014,males,15-64,68.2
6789,1200000,MAŁOPOLSKIE,2014,males,15-64,63.0
6790,1400000,MAZOWIECKIE,2014,males,15-64,72.7
6791,1600000,OPOLSKIE,2014,males,15-64,69.0
6792,1800000,PODKARPACKIE,2014,males,15-64,56.4
6793,2000000,PODLASKIE,2014,males,15-64,65.6
6794,2200000,POMORSKIE,2014,males,15-64,67.4
6795,2400000,ŚLĄSKIE,2014,males,15-64,65.3
6796,2600000,ŚWIĘTOKRZYSKIE,2014,males,15-64,60.8
6797,2800000,WARMIŃSKO-MAZURSKIE,2014,males,15-64,60.8
6798,3000000,WIELKOPOLSKIE,2014,males,15-64,71.8
6799,3200000,ZACHODNIOPOMORSKIE,2014,males,15-64,64.8
6800,200000,DOLNOŚLĄSKIE,2015,males,15-64,69.9
6801,400000,KUJAWSKO-POMORSKIE,2015,males,15-64,68.1
6802,600000,LUBELSKIE,2015,males,15-64,64.0
6803,800000,LUBUSKIE,2015,males,15-64,67.2
6804,1000000,ŁÓDZKIE,2015,males,15-64,68.2
6805,1200000,MAŁOPOLSKIE,2015,males,15-64,64.5
6806,1400000,MAZOWIECKIE,2015,males,15-64,72.6
6807,1600000,OPOLSKIE,2015,males,15-64,69.9
6808,1800000,PODKARPACKIE,2015,males,15-64,58.1
6809,2000000,PODLASKIE,2015,males,15-64,66.0
6810,2200000,POMORSKIE,2015,males,15-64,70.4
6811,2400000,ŚLĄSKIE,2015,males,15-64,65.9
6812,2600000,ŚWIĘTOKRZYSKIE,2015,males,15-64,62.8
6813,2800000,WARMIŃSKO-MAZURSKIE,2015,males,15-64,62.6
6814,3000000,WIELKOPOLSKIE,2015,males,15-64,72.9
6815,3200000,ZACHODNIOPOMORSKIE,2015,males,15-64,66.6
6816,200000,DOLNOŚLĄSKIE,2016,males,15-64,72.5
6817,400000,KUJAWSKO-POMORSKIE,2016,males,15-64,69.2
6818,600000,LUBELSKIE,2016,males,15-64,66.3
6819,800000,LUBUSKIE,2016,males,15-64,69.9
6820,1000000,ŁÓDZKIE,2016,males,15-64,71.0
6821,1200000,MAŁOPOLSKIE,2016,males,15-64,67.4
6822,1400000,MAZOWIECKIE,2016,males,15-64,72.8
6823,1600000,OPOLSKIE,2016,males,15-64,73.3
6824,1800000,PODKARPACKIE,2016,males,15-64,63.0
6825,2000000,PODLASKIE,2016,males,15-64,68.9
6826,2200000,POMORSKIE,2016,males,15-64,72.7
6827,2400000,ŚLĄSKIE,2016,males,15-64,67.6
6828,2600000,ŚWIĘTOKRZYSKIE,2016,males,15-64,66.3
6829,2800000,WARMIŃSKO-MAZURSKIE,2016,males,15-64,65.2
6830,3000000,WIELKOPOLSKIE,2016,males,15-64,73.9
6831,3200000,ZACHODNIOPOMORSKIE,2016,males,15-64,66.7
6832,200000,DOLNOŚLĄSKIE,2017,males,15-64,73.0
6833,400000,KUJAWSKO-POMORSKIE,2017,males,15-64,71.1
6834,600000,LUBELSKIE,2017,males,15-64,67.8
6835,800000,LUBUSKIE,2017,males,15-64,71.6
6836,1000000,ŁÓDZKIE,2017,males,15-64,74.1
6837,1200000,MAŁOPOLSKIE,2017,males,15-64,68.2
6838,1400000,MAZOWIECKIE,2017,males,15-64,75.1
6839,1600000,OPOLSKIE,2017,males,15-64,76.1
6840,1800000,PODKARPACKIE,2017,males,15-64,65.0
6841,2000000,PODLASKIE,2017,males,15-64,71.5
6842,2200000,POMORSKIE,2017,males,15-64,74.6
6843,2400000,ŚLĄSKIE,2017,males,15-64,69.7
6844,2600000,ŚWIĘTOKRZYSKIE,2017,males,15-64,67.0
6845,2800000,WARMIŃSKO-MAZURSKIE,2017,males,15-64,68.1
6846,3000000,WIELKOPOLSKIE,2017,males,15-64,77.2
6847,3200000,ZACHODNIOPOMORSKIE,2017,males,15-64,68.5
6848,200000,DOLNOŚLĄSKIE,2018,males,15-64,73.8
6849,400000,KUJAWSKO-POMORSKIE,2018,males,15-64,73.4
6850,600000,LUBELSKIE,2018,males,15-64,69.6
6851,800000,LUBUSKIE,2018,males,15-64,72.6
6852,1000000,ŁÓDZKIE,2018,males,15-64,75.1
6853,1200000,MAŁOPOLSKIE,2018,males,15-64,70.2
6854,1400000,MAZOWIECKIE,2018,males,15-64,76.8
6855,1600000,OPOLSKIE,2018,males,15-64,76.8
6856,1800000,PODKARPACKIE,2018,males,15-64,65.7
6857,2000000,PODLASKIE,2018,males,15-64,74.1
6858,2200000,POMORSKIE,2018,males,15-64,76.1
6859,2400000,ŚLĄSKIE,2018,males,15-64,70.6
6860,2600000,ŚWIĘTOKRZYSKIE,2018,males,15-64,67.3
6861,2800000,WARMIŃSKO-MAZURSKIE,2018,males,15-64,68.2
6862,3000000,WIELKOPOLSKIE,2018,males,15-64,77.5
6863,3200000,ZACHODNIOPOMORSKIE,2018,males,15-64,72.6
6864,200000,DOLNOŚLĄSKIE,2019,males,15-64,76.3
6865,400000,KUJAWSKO-POMORSKIE,2019,males,15-64,74.7
6866,600000,LUBELSKIE,2019,males,15-64,69.3
6867,800000,LUBUSKIE,2019,males,15-64,74.8
6868,1000000,ŁÓDZKIE,2019,males,15-64,74.7
6869,1200000,MAŁOPOLSKIE,2019,males,15-64,72.9
6870,1400000,MAZOWIECKIE,2019,males,15-64,77.5
6871,1600000,OPOLSKIE,2019,males,15-64,77.2
6872,1800000,PODKARPACKIE,2019,males,15-64,68.3
6873,2000000,PODLASKIE,2019,males,15-64,74.0
6874,2200000,POMORSKIE,2019,males,15-64,79.3
6875,2400000,ŚLĄSKIE,2019,males,15-64,72.4
6876,2600000,ŚWIĘTOKRZYSKIE,2019,males,15-64,69.5
6877,2800000,WARMIŃSKO-MAZURSKIE,2019,males,15-64,70.7
6878,3000000,WIELKOPOLSKIE,2019,males,15-64,78.7
6879,3200000,ZACHODNIOPOMORSKIE,2019,males,15-64,73.7
6880,200000,DOLNOŚLĄSKIE,2020,males,15-64,75.9
6881,400000,KUJAWSKO-POMORSKIE,2020,males,15-64,74.9
6882,600000,LUBELSKIE,2020,males,15-64,70.1
6883,800000,LUBUSKIE,2020,males,15-64,75.5
6884,1000000,ŁÓDZKIE,2020,males,15-64,76.2
6885,1200000,MAŁOPOLSKIE,2020,males,15-64,73.5
6886,1400000,MAZOWIECKIE,2020,males,15-64,77.4
6887,1600000,OPOLSKIE,2020,males,15-64,77.7
6888,1800000,PODKARPACKIE,2020,males,15-64,69.3
6889,2000000,PODLASKIE,2020,males,15-64,74.2
6890,2200000,POMORSKIE,2020,males,15-64,78.7
6891,2400000,ŚLĄSKIE,2020,males,15-64,72.1
6892,2600000,ŚWIĘTOKRZYSKIE,2020,males,15-64,72.0
6893,2800000,WARMIŃSKO-MAZURSKIE,2020,males,15-64,70.5
6894,3000000,WIELKOPOLSKIE,2020,males,15-64,79.2
6895,3200000,ZACHODNIOPOMORSKIE,2020,males,15-64,73.7
6896,200000,DOLNOŚLĄSKIE,2021,males,15-64,77.2
6897,400000,KUJAWSKO-POMORSKIE,2021,males,15-64,76.6
6898,600000,LUBELSKIE,2021,males,15-64,73.0
6899,800000,LUBUSKIE,2021,males,15-64,76.1
6900,1000000,ŁÓDZKIE,2021,males,15-64,77.0
6901,1200000,MAŁOPOLSKIE,2021,males,15-64,74.9
6902,1400000,MAZOWIECKIE,2021,males,15-64,80.1
6903,1600000,OPOLSKIE,2021,males,15-64,80.3
6904,1800000,PODKARPACKIE,2021,males,15-64,71.9
6905,2000000,PODLASKIE,2021,males,15-64,76.0
6906,2200000,POMORSKIE,2021,males,15-64,79.6
6907,2400000,ŚLĄSKIE,2021,males,15-64,74.6
6908,2600000,ŚWIĘTOKRZYSKIE,2021,males,15-64,75.3
6909,2800000,WARMIŃSKO-MAZURSKIE,2021,males,15-64,74.0
6910,3000000,WIELKOPOLSKIE,2021,males,15-64,81.8
6911,3200000,ZACHODNIOPOMORSKIE,2021,males,15-64,73.8
6912,200000,DOLNOŚLĄSKIE,2022,males,15-64,78.9
6913,400000,KUJAWSKO-POMORSKIE,2022,males,15-64,76.9
6914,600000,LUBELSKIE,2022,males,15-64,74.5
6915,800000,LUBUSKIE,2022,males,15-64,77.7
6916,1000000,ŁÓDZKIE,2022,males,15-64,78.9
6917,1200000,MAŁOPOLSKIE,2022,males,15-64,75.6
6918,1400000,MAZOWIECKIE,2022,males,15-64,80.6
6919,1600000,OPOLSKIE,2022,males,15-64,77.6
6920,1800000,PODKARPACKIE,2022,males,15-64,70.5
6921,2000000,PODLASKIE,2022,males,15-64,77.5
6922,2200000,POMORSKIE,2022,males,15-64,79.6
6923,2400000,ŚLĄSKIE,2022,males,15-64,76.2
6924,2600000,ŚWIĘTOKRZYSKIE,2022,males,15-64,76.2
6925,2800000,WARMIŃSKO-MAZURSKIE,2022,males,15-64,74.5
6926,3000000,WIELKOPOLSKIE,2022,males,15-64,80.1
6927,3200000,ZACHODNIOPOMORSKIE,2022,males,15-64,75.4
6928,200000,DOLNOŚLĄSKIE,2023,males,15-64,79.2
6929,400000,KUJAWSKO-POMORSKIE,2023,males,15-64,76.9
6930,600000,LUBELSKIE,2023,males,15-64,75.3
6931,800000,LUBUSKIE,2023,males,15-64,79.4
6932,1000000,ŁÓDZKIE,2023,males,15-64,78.4
6933,1200000,MAŁOPOLSKIE,2023,males,15-64,75.3
6934,1400000,MAZOWIECKIE,2023,males,15-64,80.8
6935,1600000,OPOLSKIE,2023,males,15-64,77.6
6936,1800000,PODKARPACKIE,2023,males,15-64,72.0
6937,2000000,PODLASKIE,2023,males,15-64,78.3
6938,2200000,POMORSKIE,2023,males,15-64,79.5
6939,2400000,ŚLĄSKIE,2023,males,15-64,76.8
6940,2600000,ŚWIĘTOKRZYSKIE,2023,males,15-64,74.7
6941,2800000,WARMIŃSKO-MAZURSKIE,2023,males,15-64,74.3
6942,3000000,WIELKOPOLSKIE,2023,males,15-64,81.7
